0,0,6.24846,-1.11227,-1.53284e-09,0.5
1,0,0,-10.5475,8.10114e-07,0.920735
0.998795,0.0490677,9.95375e-11,-10.535,-0.477877,0.919808
0.995185,0.0980171,1.86651e-10,-10.5112,-0.997939,0.91703
0.989177,0.14673,2.57722e-10,-10.4738,-1.51903,0.912414
0.980785,0.19509,3.16327e-10,-10.4221,-2.04092,0.905982
0.970031,0.24298,3.59987e-10,-10.3552,-2.56424,0.897764
0.95694,0.290285,3.86776e-10,-10.2733,-3.08949,0.887798
0.941544,0.33689,3.96855e-10,-10.1757,-3.61691,0.876128
0.92388,0.382683,4.12221e-10,-10.0627,-4.14585,0.862806
0.903989,0.427555,4.15726e-10,-9.93219,-4.67724,0.847891
0.881921,0.471397,3.80351e-10,-9.78497,-5.21305,0.831448
0.857729,0.514103,3.24128e-10,-9.61998,-5.75236,0.813546
0.83147,0.55557,2.53798e-10,-9.43671,-6.29532,0.794261
0.803208,0.595699,1.631e-10,-9.23406,-6.84225,0.773672
0.77301,0.634393,4.30989e-11,-9.01155,-7.39401,0.751862
0.740951,0.671559,-8.71464e-11,-8.7689,-7.95078,0.728921
0.707107,0.707107,-3.22803e-14,-8.48691,-8.48691,0.704941
0.671559,0.740951,3.79874e-09,-8.23487,-8.95397,0.680017
0.634393,0.77301,3.99284e-09,-7.92178,-9.51423,0.65425
0.595699,0.803208,4.14981e-09,-7.58333,-10.0798,0.627745
0.55557,0.83147,4.30978e-09,-7.21847,-10.6497,0.600609
0.514103,0.857729,4.43922e-09,-6.82461,-11.2235,0.572955
0.471397,0.881921,4.54648e-09,-6.40067,-11.8014,0.5449
0.427555,0.903989,4.61794e-09,-5.94435,-12.3826,0.516564
0.382683,0.92388,4.74751e-09,-5.4549,-12.965,0.48807
0.33689,0.941544,4.84137e-09,-4.92863,-13.5476,0.459547
0.290285,0.95694,4.81103e-09,-4.36334,-14.1324,0.431124
0.24298,0.970031,4.71143e-09,-3.757,-14.7155,0.402935
0.19509,0.980785,4.5614e-09,-3.10766,-15.294,0.375113
0.14673,0.989177,4.32139e-09,-2.41268,-15.8647,0.347791
0.0980171,0.995185,3.95118e-09,-1.66982,-16.4247,0.321104
0.0490677,0.998795,3.48358e-09,-0.877949,-16.9692,0.295182
-4.48408e-09,1,5.64857e-14,-1.33709e-06,-17.4112,0.270151
-0.0490677,0.998795,1.41372e-08,0.705128,-17.7902,0.246134
-0.0980171,0.995185,1.41576e-08,1.62938,-18.2155,0.223244
-0.14673,0.989177,1.38122e-08,2.60049,-18.5894,0.201587
-0.19509,0.980785,1.31732e-08,3.6124,-18.8987,0.181258
-0.24298,0.970031,1.20704e-08,4.65883,-19.1274,0.162339
-0.290285,0.95694,1.04545e-08,5.72966,-19.2611,0.144899
-0.33689,0.941544,8.23878e-09,6.81104,-19.2823,0.128994
-0.382683,0.92388,5.60885e-09,7.88312,-19.1757,0.114659
-0.427555,0.903989,2.36081e-09,8.92538,-18.9241,0.101916
-0.471397,0.881921,-1.70414e-09,9.91709,-18.5197,0.090769
-0.514103,0.857729,-6.23787e-09,10.8294,-17.9569,0.0812017
-0.55557,0.83147,-1.10146e-08,11.6372,-17.2393,0.0731814
-0.595699,0.803208,-1.57242e-08,12.3184,-16.379,0.0666572
-0.634393,0.77301,-2.0166e-08,12.8602,-15.3987,0.0615614
-0.671559,0.740951,-2.38195e-08,13.2569,-14.3302,0.0578099
-0.707107,0.707107,7.34784e-14,13.4452,-13.4452,0.0553038
-0.740951,0.671559,-1.11302e-08,13.7032,-12.2994,0.0539313
-0.77301,0.634393,-1.35558e-08,13.7317,-11.1315,0.0535691
-0.803208,0.595699,-1.52391e-08,13.6773,-9.99752,0.0540846
-0.83147,0.55557,-1.61554e-08,13.5631,-8.91579,0.0553387
-0.857729,0.514103,-1.64503e-08,13.4103,-7.89564,0.0571878
-0.881921,0.471397,-1.63239e-08,13.2369,-6.94061,0.0594866
-0.903989,0.427555,-1.58457e-08,13.0572,-6.05041,0.0620909
-0.92388,0.382683,-1.49785e-08,12.8834,-5.22275,0.06486
