-0.401769,0.691549,0,-2.68751,3.72381,1
-0.485158,0.63583,1.54003e-19,-3.25861,5.04705,1
-0.526958,0.641161,1.84438e-19,3.43933,3.22463,1
-0.551327,0.67222,0,1.94539,1.6538,1
-0.620897,0.721676,0,0.601605,1.69545,1
-0.677758,0.734994,0,-0.274024,0.713643,1
-0.734994,0.677758,0,-0.754442,0.279321,1
-0.721676,0.620897,2.51494e-19,-1.75899,-0.623936,1
-0.67222,0.551327,-7.46969e-19,-1.73459,-2.05344,1
-0.641161,0.526958,0,-3.49564,-3.68963,1
-0.63583,0.485158,-1.52879e-18,-6.36889,3.9388,1
-0.691549,0.401769,0,-6.81094,4.71092,1
-0.732207,0.390698,0,2.53463,5.6156,1
-0.766607,0.410066,-7.17493e-19,1.50184,2.93362,1
-0.849808,0.429135,-2.94436e-19,-0.119583,2.2905,1
-0.907437,0.419679,3.88965e-19,-0.663609,0.699114,1
-0.938413,0.344897,2.20221e-19,-0.992826,-0.0325815,1
-0.904349,0.297461,0,-1.71822,-1.54921,1
-0.832034,0.252113,0,-1.0186,-3.19758,1
-0.794014,0.241484,-9.77794e-19,-2.28236,-5.9632,1
-0.773092,0.204906,0,-9.01177,1.38361,1
-0.792658,0.106541,9.36082e-19,-9.24135,1.94452,1
-0.825985,0.0807539,0,0.0821839,6.6054,1
-0.865178,0.0854838,0,0.286759,3.53451,1
-0.949343,0.0712612,-8.77563e-19,-1.05318,2.21194,1
-0.998967,0.0404719,0,-0.960259,0.410361,1
-0.998967,-0.0404719,0,-0.973719,-0.425499,1
-0.949343,-0.0712612,0,-1.04824,-2.20665,1
-0.865178,-0.0854838,-8.20104e-20,0.255186,-3.55137,1
-0.825985,-0.0807539,-6.19864e-20,0.225559,-6.68757,1
-0.792658,-0.106541,0,-9.24229,-1.95655,1
-0.773092,-0.204906,2.82565e-19,-8.98585,-1.4259,1
-0.794014,-0.241484,-3.09872e-19,-2.28356,5.84009,1
-0.832034,-0.252113,0,-1.02779,3.20133,1
-0.904349,-0.297461,0,-1.72453,1.55589,1
-0.938413,-0.344897,0,-0.996043,0.0239433,1
-0.907437,-0.419679,0,-0.694072,-0.706963,1
-0.849808,-0.429135,0,-0.112912,-2.2741,1
-0.766607,-0.410066,-3.09422e-19,1.52027,-2.93499,1
-0.732207,-0.390698,0,2.55179,-5.6015,1
-0.691549,-0.401769,0,-6.90504,-4.74839,1
-0.63583,-0.485158,0,-6.37802,-3.94783,1
-0.641161,-0.526958,-4.91115e-19,-3.4608,3.60246,1
-0.67222,-0.551327,0,-1.74022,2.05287,1
-0.721676,-0.620897,-2.33121e-19,-1.76564,0.627357,1
-0.734994,-0.677758,0,-0.747343,-0.288758,1
-0.677758,-0.734994,0,-0.299411,-0.728735,1
-0.620897,-0.721676,-2.76786e-19,0.596273,-1.67852,1
-0.551327,-0.67222,0,1.95733,-1.64872,1
-0.526958,-0.641161,6.97448e-19,3.45062,-3.22602,1
-0.485158,-0.63583,0,-3.24388,-5.04174,1
-0.401769,-0.691549,0,-2.67735,-3.79309,1
-0.390698,-0.732207,0,-2.61882,1.16261,1
-0.410066,-0.766607,0,-1.35671,0.698318,1
-0.429135,-0.849808,0,-1.07177,-0.0547152,1
-0.419679,-0.907437,0,-0.327784,-0.307362,1
-0.344897,-0.938413,9.60259e-20,0.0184145,-0.421745,1
-0.297461,-0.904349,1.09598e-19,0.634812,-0.698811,1
-0.252113,-0.832034,0,1.25889,-0.401588,1
-0.241484,-0.794014,1.89253e-19,2.26883,-0.858828,1
-0.204906,-0.773092,0,-0.331618,-2.54191,1
-0.106541,-0.792658,-3.02768e-19,-0.140275,-0.863619,1
-0.0807539,-0.825985,0,-0.0532231,-0.00295979,1
-0.0854838,-0.865178,1.02033e-21,-0.017512,0.00203232,1
-0.0712612,-0.949343,-1.04651e-21,-0.00910958,-0.00540622,1
-0.0404719,-0.998967,0,0.0021445,0.00481823,1
0.0404719,-0.998967,-1.08455e-20,-0.0202037,0.0439514,1
0.0712612,-0.949343,-7.74461e-20,-0.125397,0.0609488,1
0.0854838,-0.865178,-5.16136e-21,-0.223398,-0.0189446,1
0.0807539,-0.825985,7.88097e-20,-0.474342,-0.0069341,1
0.106541,-0.792658,-8.31336e-20,-0.281346,1.4407,1
0.204906,-0.773092,-1.23471e-18,-0.552679,3.13105,1
0.241484,-0.794014,0,2.5728,1.02056,1
0.252113,-0.832034,0,1.44412,0.462874,1
0.297461,-0.904349,-3.34848e-19,0.709698,0.786829,1
0.344897,-0.938413,-1.86761e-19,0.0105051,0.462073,1
0.419679,-0.907437,0,-0.371411,0.347321,1
0.429135,-0.849808,3.54167e-19,-1.19429,0.0630242,1
